Epoch	Auc	Accuracy	loss
2	0.5034879262251242	0.7216237372796064	0.5959353410836422
1	0.48389820057459204	0.7130380536494073	0.6124767780755506
2	0.5192274837914732	0.7142857142857143	0.6042545794537573
1	0.48953230977398643	0.7114817717078995	0.609687707640908
2	0.4841005300943448	0.7123773275122206	0.6041063176411571
1	0.49915476525444114	0.7249464589025921	0.599798068855748
2	0.5127653209927787	0.7253526327449967	0.5911478197032755
1	0.501231936312033	0.7172849946685296	0.6013437760147181
2	0.49105568011688316	0.7186086700739052	0.5972409912131049
1	0.5052607880599183	0.7229984391061027	0.5963979713392981
2	0.5149652940208338	0.7256633799063463	0.5894651683894071
1	0.500786629548441	0.723762079556521	0.6002174295259245
2	0.4925081856455289	0.7242490074162858	0.5932460853999312
1	0.48950101140277735	0.7115111675506088	0.6076392377867843
2	0.4916136720663957	0.7131919025920669	0.6006374934857542
1	0.48731267809417467	0.7134707052509102	0.6044104760794928
2	0.49852450962779526	0.714746837818564	0.5983152538537979
1	0.49895421682966434	0.7178797701488139	0.6005273165576386
2	0.49482394466735524	0.7198320318255489	0.5938528353969256
1	0.5054353245522207	0.7196161653441594	0.5947114874919256
2	0.5125736579470814	0.721313895552685	0.5884810471625039
1	0.5050409987089409	0.7228421091913274	0.5998967504411032
2	0.5006082043245238	0.7234391909542113	0.5932276896906622
1	0.5012736068881836	0.722041015258876	0.5929292742953156
2	0.4963908554886532	0.7250403029280545	0.5858537448626576
1	0.4957834693438642	0.7257517606289824	0.5949716617663702
2	0.49757206170700297	0.7268323583112867	0.5874966035286585
1	0.511201587716474	0.7202781432061642	0.5966738640810504
2	0.507346637339659	0.722420597632024	0.591202974319458
1	0.5026278305368681	0.7166145600714605	0.603176850035335
2	0.5099301488170213	0.7175450349858568	0.5962380967808493
1	0.5199357531641431	0.7235957532787186	0.5957485654137351
2	0.5147677530864445	0.7258734065611109	0.5916944884441115
1	0.4932188353899674	0.7157065115406268	0.6042918669003429
2	0.5041562873099819	0.718558829048602	0.5965446502421842
1	0.4949073005057739	0.7197038039392573	0.6030403569792256
2	0.4986158457569142	0.7204931589234701	0.5958145890723575
1	0.4746776918583416	0.7121413782904467	0.6067298472379193
2	0.4957404093047448	0.7131765749778172	0.5991066328503869
1	0.5141707379272848	0.7240605101402333	0.5970784215764566
2	0.517414546640854	0.726048069490964	0.5912762810335015
1	0.503470821799993	0.7118833246521319	0.6047332519383142
2	0.5040132456154891	0.7134459409182231	0.5977151691913605
1	0.4821354803709562	0.7177125239688686	0.6041803276448539
2	0.49272484616265266	0.7181637026732338	0.594844834822597
1	0.48845946302726073	0.7144889991607983	0.6079840955860687
2	0.5029811657424224	0.7171890392965301	0.6005354015664621
1	0.4809636280070484	0.7206297341452547	0.6020806472409855
2	0.49669113446661356	0.7218179117778107	0.5941020363208019
1	0.5100958473302428	0.7141733757723273	0.6026732074943456
2	0.503956122417404	0.7148848530237784	0.5986078309290337
1	0.4923211481107421	0.7198677710507745	0.5992350986961162
2	0.48782721042271193	0.7211306318018051	0.5926950431682847
1	0.5087349781196178	0.7271627344222625	0.5929299933892308
2	0.5150158789586745	0.7276164549304295	0.5877511056535172
1	0.5013518852368583	0.7272761138429444	0.5953834614518917
1	0.4772841509440937	0.7227104532839963	0.5978098075949785
2	0.48870145474619187	0.725100215849522	0.5882770773587804
1	0.5062214954348208	0.7190205476907071	0.5937500548633662
2	0.5212630964455398	0.7190205476907071	0.5928851113174901
1	0.5265993248792101	0.7209070796460177	0.594889483217037
2	0.5515930641312041	0.7209070796460177	0.5922126453934293
1	0.5805115335649063	0.7182010902483343	0.5860568255637632
2	0.6058068672566173	0.7192989097516657	0.5804846672849222
1	0.6332914815578825	0.7282740836249769	0.5716737147533533
2	0.6684382457894524	0.7311475409836066	0.5566928948868405
1	0.6913779913641288	0.734052775519255	0.5461450040791974
2	0.7279574157514632	0.7463227141695616	0.5229240583650994
1	0.7353086682331837	0.7528327251776454	0.5200108938822241
2	0.7651024031513134	0.7636258882273862	0.49710500624143716
1	0.7757952723790587	0.7722692617141106	0.4886006233141278
2	0.796687930089161	0.7816558752538217	0.4690925116566094
1	0.7909096566296883	0.7720393492243662	0.4808385794361432
2	0.8083344004226095	0.779228149829739	0.46329677522634016
1	0.8028325113352188	0.7851133662806051	0.4635559742649396
2	0.8194232474556862	0.7928848983287433	0.4461832223742297
1	0.8171431819952085	0.7894297736506094	0.4544399529695511
2	0.8323597458097296	0.7987159024956472	0.43611800399693573
1	0.8235529346164878	0.7945032027409504	0.4453208451018189
2	0.836868002173724	0.8037390138537167	0.429310986941511
1	0.8275275002357316	0.7979652770098419	0.44138923716364487
2	0.8395448614397172	0.8053374617567917	0.4259573580189185
1	0.8276776206525029	0.7958264524846119	0.4380004873329943
2	0.8388766110263364	0.8013811739978982	0.42425663927287766
1	0.8364381983163052	0.8033047464143132	0.4323195193075772
2	0.8470082101242568	0.8086278278870324	0.41799734194170346
1	0.8367913211177112	0.7983934242480852	0.4362044360375766
2	0.8451576667758997	0.8051559872968429	0.42421603112509754
1	0.8446857274166368	0.8063360779824983	0.423874933046825
2	0.8551823111882755	0.8126869253775431	0.4093234087481643
